x,y,label
4.443927714295338,2.7500720462342363,0.0
2.5619224522318262,5.990044969451512,0.0
4.333812708520412,3.7948481659093276,0.0
-3.7522466214870365,5.5394931880049825,0.0
-0.2318415466019168,5.494762692652036,0.0
-4.654149866209352,1.4584964021299525,0.0
-0.6786872548993177,6.541714121539276,0.0
-2.191017354141176,3.893051695000496,0.0
1.9681031402110252,3.3955463896245797,0.0
-1.0617697380184987,5.883321451958644,0.0
2.8940129290688485,1.860666955820942,0.0
0.5294706763903525,4.809246758755103,0.0
-1.5428505178504928,10.235514635000467,0.0
-1.4526000937104113,2.276327874645804,0.0
4.603619003552211,3.5167433657473506,0.0
-0.8256843950838473,6.111146226365738,0.0
-2.9073324845037174,7.8744339558045375,0.0
-0.6709222359965441,6.817457459856055,0.0
-2.608475805915128,4.998236247209706,0.0
3.2766355142024235,3.299326651130556,0.0
-4.490920325113348,2.8742180012096767,0.0
-0.1563103844546454,7.5277511234886,0.0
-1.6003728347779855,0.39660284495350595,0.0
-3.569891321874654,4.519103067083711,0.0
1.3546814282407391,6.986767414173499,0.0
3.3848447901989935,3.4661317848282076,0.0
1.9391607144101428,6.01884324403744,0.0
-3.185825210094518,3.2526324537569136,0.0
-3.958821183726229,2.1225539923029273,0.0
-2.759025137034057,6.724842473534939,0.0
-2.1303024930370427,4.25247438957103,0.0
-1.0229650249131517,6.933719572593283,0.0
3.039142721033837,3.4471837339160034,0.0
-4.738309835849242,4.315053239755732,0.0
-2.9983717511292065,0.06933774291609263,0.0
4.401354674611905,6.347659936500957,0.0
3.90614297034292,6.340628849617067,0.0
-2.3272640934469733,4.957896782258802,0.0
-3.9965877309026565,2.8350151248715685,0.0
1.4068290473875251,4.343681787008635,0.0
-1.931497470824961,2.5830039151326725,0.0
3.5205089716451123,0.8326013269477954,0.0
2.6206680004281964,5.1005910555913525,0.0
0.3216615439386006,7.292852955539597,0.0
-3.882129513408935,4.6212647646166936,0.0
-4.096134001698847,3.361187661016292,0.0
2.1375341288036767,3.31036849639863,0.0
4.908956298412317,-3.1775561392614216,0.0
-2.1832482855450106,1.7433171511155798,0.0
-2.5748205464768192,1.2160414863587592,0.0
4.211990180910792,2.990512532956984,0.0
3.346929008940995,7.8641648548116185,0.0
1.2435019874107223,4.117111123537071,0.0
4.030682170683891,1.876573770805086,0.0
-0.5643820016463872,5.952017593363734,0.0
4.210098688291314,6.74520604226937,0.0
-3.779938428614713,3.5223490414193446,0.0
3.5349666803173676,2.2344338831222785,0.0
1.2880154742307806,3.99052052682575,0.0
4.259993861343402,2.0458913742211378,0.0
0.16747101739110448,5.648861762054585,0.0
1.3261566641601474,3.1016286925399537,0.0
-3.648863908684529,-0.8973332939565579,0.0
-4.116718410204485,2.3740427320234474,0.0
-2.7782427596050607,-0.7119423806780052,0.0
0.9798728821546874,4.967402471753549,0.0
4.196968874326085,2.057751424918005,0.0
4.549774234879656,-0.20274151149951392,0.0
-2.0869157417538684,-0.042313722081480876,0.0
2.3920963305238905,4.975630085727955,0.0
-4.96901689056636,-0.21521159328119122,0.0
3.3794275439950763,5.383367515384176,0.0
-0.28836622885403074,4.401624477403156,0.0
-4.50631067185944,0.047671209179358076,0.0
2.27073338343666,2.084674497051153,0.0
0.06272134272542651,7.251053291504274,0.0
-3.1807501106912497,2.5793913273836697,0.0
-2.9302170050078735,3.864935426830532,0.0
-1.8282907669624415,2.817529490443026,0.0
0.37013482290293176,7.255791866312815,0.0
1.3874778540722073,0.6676318183416239,0.0
4.516822933626074,2.692192886996266,0.0
4.898770530361565,0.252890701725733,0.0
