x0,x1,label
-3.087493176968722,2.150734617157271,0.0
-3.2669157937263007,3.777895606233662,0.0
-4.792376132269679,3.7506950484654036,0.0
-2.6648983857230295,2.7355994239952874,0.0
-2.9659664035983697,2.5441131980221696,0.0
-4.178250946828654,2.086901653063666,0.0
-2.2050108642735218,1.8550071177786078,0.0
-1.4774807605695712,3.0450186144295657,0.0
-5.4007914777757815,3.5655407175272904,0.0
-3.880470748682469,3.8569690117769464,0.0
-1.5153195300019042,1.8697113943532817,0.0
-3.0675961501994435,2.436988072562436,0.0
-6.3801042530854915,5.467228383397201,0.0
-4.558895852597274,2.4157511630786246,0.0
-1.7353360503830375,3.914552019857597,0.0
-1.7161770262031402,5.545842421717337,0.0
-2.050817024897828,3.461417258500672,0.0
-2.4862805382490363,3.3391389404131524,0.0
-2.8680058355774958,2.911791991138075,0.0
-2.2994898113459894,0.09932443776111821,0.0
-1.0260044796393126,2.656098487634365,0.0
-5.308456513094614,4.796518026230558,0.0
-3.6320200289934497,1.8317497682130681,0.0
-2.828649954117527,5.409229239350797,0.0
-0.87122168067601,5.46927986008587,0.0
-4.36162142219853,3.6573562818858996,0.0
-1.9326209249769306,1.4986000440330352,0.0
-1.984629944722549,7.540963040690127,0.0
-0.6153275387435109,3.136356605087276,0.0
-4.1634819083595485,1.8803231212109894,0.0
-1.5573300536974777,2.040237199706441,0.0
0.24607606238807644,4.796453686173992,0.0
-5.702465278191591,5.194844619138822,0.0
-2.6656764278385507,3.315245264157384,0.0
-4.560613095784595,5.171104739504904,0.0
-5.331829829125747,-0.6894909564059315,0.0
-2.2262206782313667,5.8363445053110645,0.0
-3.5523495570837538,1.3050866042686082,0.0
-4.233084806526638,5.102943924361885,0.0
-4.642449803071236,3.139964256138396,0.0
-5.710097390635155,2.778606055154497,0.0
-3.7533164165193336,1.7671424967824687,0.0
-3.3375284375339858,5.654992315799408,0.0
-4.223357634167233,-0.562367729295965,0.0
-0.6693062330688484,2.9393368421632586,0.0
-3.1480390571309855,10.040731767643045,0.0
-1.3960233651957652,4.532913468705104,0.0
-4.1850171998082955,3.848361886798565,0.0
-2.330910515369672,3.194804108504185,0.0
-0.9918015714426698,3.8435952644184503,0.0
-4.036609980414309,1.572985453112905,0.0
-6.809377751427573,2.0398837939906826,0.0
-3.9085570240312304,1.2079703294522457,0.0
-2.1904617359187433,3.4445877298004297,0.0
0.00978339436359299,1.9803906802049773,0.0
-2.398055927826314,3.8403352241001687,0.0
-4.066281509313109,6.510498953491744,0.0
-2.5517375283160226,6.298998973495589,0.0
-5.616731089980968,2.0529614625731556,0.0
-5.567832250264811,3.492245323728237,0.0
-3.8885490238173728,4.114499818705705,0.0
-4.818693470255445,4.209276802257489,0.0
-2.765272404027257,4.632311261086104,0.0
0.6630560577055178,3.891897115120064,0.0
-1.0624866957436478,3.2747224192695708,0.0
-3.622223823312331,1.3284278581979903,0.0
-4.046298657159447,1.49952625532118,0.0
-2.2172961741087573,2.8988914488123836,0.0
-4.221705732202974,3.7564439670788277,0.0
-4.31433941501371,1.613431686325278,0.0
-3.8301737944010945,3.407576348827582,0.0
-3.2022095632729335,3.4804797983042333,0.0
-0.864026950826799,2.3784618733586957,0.0
-3.825240936143634,0.46793021387055944,0.0
-3.7649048470938653,6.329948048610009,0.0
-2.565687847201491,5.880500821417119,0.0
-2.0899127020938764,3.213157343005718,0.0
-3.088506518892981,2.9463990524185193,0.0
-2.2176604008225524,5.409860154584393,0.0
-2.0489522555964794,1.8828258002907718,0.0
-2.0181129325597484,2.1313808056568453,0.0
-1.4733514748501904,4.416869565748344,0.0
-3.5551797959804383,4.077941679162593,0.0
-1.4095160548532502,3.0214851577548014,0.0
-0.4755563886588665,5.048870250169996,0.0
-3.0739224308429116,-0.24286725794276798,0.0
-1.3013490737953113,2.1393553285020293,0.0
-1.3228559017297934,6.95524332288068,0.0
-1.3724882309876423,1.392922861725395,0.0
-1.523325772209545,2.0486858529177305,0.0
-2.072797172004334,0.6362875046737373,0.0
-2.558109899359448,5.785228093854425,0.0
-3.7236011340440633,2.34630739406232,0.0
-3.589165656386657,-0.3670117889581652,0.0
-3.1609238778083673,2.4811823983170465,0.0
-4.031359038731291,4.505262102531309,0.0
-4.180155277666388,1.1263371520651964,0.0
-3.8634271808646314,4.497257146439406,0.0
-1.584754906125177,3.194277376980083,0.0
-2.7023166425075753,0.01772926766260552,0.0
-3.481694939518708,2.149667104364034,0.0
-1.3002227848234091,2.4163094654482427,0.0
-0.7727242954542537,5.740942478178726,0.0
