x,y
9.156390979240392,109.58438253308123
1.9452257697138098,6054.845015824836
8.163866715333938,-4233.552297607027
9.698238558198128,6804.877983952492
7.42195189282743,-2207.8186995924834
4.2047669868589175,5630.1818462890315
7.836522344043036,-2050.3401166711374
-1.6413678897003887,8234.67266961919
5.944895676835678,2682.0739265036073
1.4892912544439056,12895.822112610156
3.0364940535806326,3416.8720890066083
5.802521570512768,4447.742145404238
-5.171903480178082,1705.1097858886233
-6.505941634661221,11.65635163135596
-6.045145888162267,-1045.0082494389542
-8.974489073989275,-537.4910197545578
6.777687627924209,-2020.5389382285962
6.72796848855883,-919.0730003714837
-8.7302134826718,-3377.0336529440187
0.70694571112681,8387.368460415708
-3.944826642364207,8539.944841400715
-1.4892666867795086,8247.985282974205
-2.67462688549871,7563.38559919567
-8.803402463573637,-1591.5471748367336
-1.298868982315124,11246.652921800109
5.872061107112357,839.699442265898
-8.070946549499304,-2428.6994968480885
-3.3789855599335583,4582.597032068257
-7.183530712366723,2465.461167731164
1.857288213354174,6419.170019744238
5.671690367170088,464.320062920543
9.830548178674853,9480.341122776634
5.581597024463832,-1737.8084559747595
-8.320380202292498,1131.3301992097759
-2.0113269610052775,9543.805438075007
-4.475722697260485,6721.993152716041
-8.133898233156065,625.2502368076348
8.699494101748762,4083.6809989145213
4.6963719366499195,4086.085219344506
2.21558524882707,8847.77218040678
1.5641275631948037,5126.617147926943
7.951709382553268,-18.060542808581886
-5.271061452999017,3521.385957926457
4.645134383596561,1226.72219939138
0.9964380162921511,10320.572010643287
7.258594424381794,-4200.544586717715
-7.390749670735075,-2363.122384683714
1.3961245664447794,6996.778353203372
-7.207975570987726,-3075.0575973373852
-6.59857637362996,-929.4847744986066
-6.919464986658936,1522.6282009836114
-5.598924897038346,2242.59549667048
-0.6642299412624659,12391.576557016462
-4.270455453536877,4814.855713329303
4.91198169818869,1190.6448346786751
7.058011860854261,-500.0570399459896
-1.3950208610597485,10499.410570597789
4.65702122150077,3895.2868657775048
-0.11088092911380087,8513.147233611086
4.353406130898662,7745.663923783088
-6.544446092181396,726.8954944793215
-1.5824634134192443,8542.44160332155
-3.5488180795734454,9403.15240650762
-2.703783659843449,6086.257514241392
1.632895310163958,9853.060593503524
8.583063012658283,-5262.907914585319
-6.8998033101150895,-3001.473890251462
-5.188789487636177,2646.649114083248
7.9473992745491415,634.2129660046585
0.8509039696851879,12152.8992687215
-1.7203423491403402,10008.785200141696
6.891520705952846,-623.4482694289668
6.582166962539002,-2452.389271159702
-4.41772958972374,4313.372667788854
-0.018181478196572343,10783.248111138793
-0.6368184803769559,9042.008329840792
-2.1478759307729556,8242.70779747406
0.8674497414084144,9098.762822191911
5.783883774982515,1279.487810646237
6.246489489490962,-140.2416319757594
-3.646589616667592,5127.172636206781
7.848003813171477,-1128.1159948151076
9.217347933924273,948.1190087018258
6.6312208547537885,-4933.413585369637
-9.637742157635408,4234.453273960136
-9.750870802098232,6436.742916075058
-0.2384121590262751,8496.016727496208
0.9852489971212179,9365.76449682441
8.379951035598388,-1395.1359169167781
-3.7824456227635483,6135.140949541021
7.272303002572443,-470.31696102924525
-2.284950910648192,7333.611472307366
3.2999305509535795,6914.99652878527
-6.920897660770886,-5145.874503197881
5.884698722008558,2664.25517510028
0.6296346371352062,10757.00069651183
0.7616468248299118,10333.93159287025
-7.351792245912348,-650.3886170409846
1.9969593667926766,11171.84269670604
-9.982990980405905,12013.408023303917
3.921482221214232,611.1087568961211
-0.008952106189489939,7934.579855577082
-7.449573771598967,-309.14042113198093
-8.339297634931192,-1414.8535400446335
6.654901965151726,-1511.1417728937865
-3.6068901614585736,5537.6792026034345
-1.8831164004717813,6011.71066128604
1.6316027889869016,8072.343019789111
6.135220159881317,2669.838410184793
-0.09943503877896731,9951.515329816802
-6.257545842975825,-48.0598030854041
7.796742165845988,-1468.4727726687433
-5.687680086908324,4599.693555873434
0.27880661322706857,11301.484523804782
2.5189246525259534,8249.912663843177
8.606369446591948,1185.854328178667
-0.15385566892887503,8894.126824510262
1.9339218026637344,9592.115432978617
-5.637981589099857,1302.554349014995
-3.752652867355099,7856.506137589713
0.5973664612206253,10940.339361259561
-8.405377898687673,-791.4411852940693
0.8395794535046175,10628.889190116703
2.292032407508742,9059.725567637479
-7.916348643502644,-1462.4027459144736
8.402032112309413,-2923.3095510141657
-4.514581194294607,3692.889362813121
-7.9434780697669005,1566.7631886254694
-9.663397740432861,7697.0689835366775
-2.571406389834432,10256.965929261285
6.774884103669521,-1547.7398069814712
-2.8383538918113116,7970.958142683051
-6.166576399380368,-1692.5959254463153
-0.9743726233981747,12931.447206661738
-1.3622236027219223,9747.921485966775
8.760486541744573,-2603.600284241894
1.5566823623363835,7395.602591109809
3.220568676203401,5594.77978066425
6.816170237161799,-2901.2366164208906
9.89927020439863,8476.996463836276
-7.7969444920464674,-1642.9322446399701
-4.514418720808515,615.4705345239508
-2.576067878504853,7483.167646025964
-4.620035861820244,4258.457640785119
-4.832094156386262,4286.618001730956
-8.209980088721444,-3368.7492767389776
2.30166667279577,8211.399282700871
4.685285163059447,6177.675001400207
-8.086628418233975,-4576.8860829444
-4.0024708837231415,8011.112576335465
0.6164428802049056,10210.859026542394
-4.919669591374484,2797.8783369898933
1.998678525030865,8874.063824732237
3.5140380470202004,7596.700112359821
5.791346290793328,637.3452836114639
4.030136464112502,3303.565522866128
-0.8168847958535395,12302.176524059974
-5.400391605229666,1946.3836520137263
-2.728058694028568,8912.719346477395
-5.476590074910148,563.6523961891951
-2.333925630601728,7883.800305395268
9.645085371506113,6661.589561990553
9.260401349397533,320.14486579606637
2.3365003734189767,9027.889828471823
9.837275193958497,10440.902856244873
-1.161602102638195,10823.92276116043
8.649551463164492,-2538.0795324925075
9.068541277416948,1156.5064214871354
-2.9666987543672274,5317.189492906255
-2.208850055069105,9566.981180777102
-7.208081345404307,-2006.5900370865056
7.193242010919157,-2968.829954061682
-5.302248845687387,-760.6461656580905
5.705734666151844,447.83632089689957
4.410154044599713,5210.778726825113
3.1933282872647055,5947.607085403362
-5.311545257194834,310.75097723055046
-6.612417173693965,2078.8609444973636
-4.266641054618496,3606.9065551115555
-0.9207568268852313,11646.94930359502
-5.0601252261775915,-844.1385595733077
9.299109513166222,2699.094874220218
8.362929750639616,-2875.25972073387
3.277253325486191,5896.194807068968
-9.663675999009271,6013.742777950012
-2.814741544101622,5331.47624444543
2.352063027086773,10504.794184801276
-6.137236587253511,-1026.7194485663636
-8.373867721135138,-1988.8440530161852
0.7162568583912261,13425.904120007988
-7.05340533498203,19.638348702675557
-1.5219274052873004,10678.280532402201
-1.9587881830129756,11561.408002857923
9.888399129644831,12763.163772365082
0.7269496939467341,6463.592082605224
3.8941904782356414,4499.628461330579
7.5824063327564275,-2625.2725086691285
-8.78617144509888,-20.512934554298226
-6.899440577432179,-532.868284368466
-5.237771228027299,4836.88342051486
-9.003406353087207,-4709.047388236669
-6.241412040550511,-1034.7288100266633
5.644351851367871,2517.4359623844243
-0.045577899969062585,6879.594868064045
5.546234109250804,1032.0792001740258
-6.032365236542256,-728.8774275204746
-9.387939159369257,2859.0249959643334
5.1949556510479376,4601.339661943833
1.5160470454255695,8827.391813610195
5.0970967109967,3388.665831981162
6.294863213813237,3943.2033227477914
8.468789166446626,1478.082611796758
-8.593498322766916,-2465.045229958496
-8.687007661521438,-3150.54729379991
3.937396700602358,6910.6821486219
