x0,x1,label
-1.2283727233953212,2.6614776973237495,0.0
0.3998524226275454,0.5385148847178209,0.0
3.829977030689438,2.607325567383191,0.0
0.5323517455796412,1.0650119608777437,0.0
1.005198657207252,0.6406015936183913,0.0
-2.7678128088312284,1.0448278210575863,0.0
0.030760288761628063,0.7499900314310625,0.0
-0.1531438245592065,0.5221731431784022,0.0
3.7564358372763893,1.3456115418392616,0.0
3.3642032690060657,1.5915987398683722,0.0
0.755234759038624,0.15141523959469583,0.0
1.2183853824018867,1.3419594723247885,0.0
-0.7197161247701009,-0.07755409941588765,0.0
1.5761981353164578,0.7409190902777479,0.0
2.4173685497248667,0.4797413200583529,0.0
2.123569432117085,-0.6382075616721303,0.0
1.4214704425470615,2.82944376572899,0.0
-0.9391692327556256,0.12614483445988378,0.0
-2.4638177445571623,1.1723507720804007,0.0
1.7990720396617244,2.6776522791569026,0.0
2.614212500284736,1.1725019702031936,0.0
1.9438866855402237,0.8992266664792262,0.0
2.1110561468796436,-0.14129688156311593,0.0
0.438340958683629,-2.5072348855526423,0.0
-0.7694950368725566,1.7562792249729355,0.0
2.4115920048765473,2.3631436267321506,0.0
3.5100332055868915,1.6787627805260725,0.0
3.2637871497057414,0.10800351412309406,0.0
0.06954405517768159,3.2330580899533947,0.0
0.7552148893993913,1.4710372568540862,0.0
0.25994895861483114,1.2835734650883242,0.0
0.4682802293361942,3.2606831917528436,0.0
2.6073119375646328,-0.7920276596324616,0.0
0.1945242794249421,-0.7490250480891791,0.0
0.8299018448701035,4.001342582327897,0.0
1.6558330550758937,-0.548941182196065,0.0
-0.7476433012701758,0.8004908025909473,0.0
-0.9125203948928546,2.5632230507191407,0.0
-0.0770609353404319,1.5873403550902145,0.0
0.10620923462426168,1.8456769182261734,0.0
2.3790145874980135,1.9659635458126847,0.0
-0.7466768650845348,0.4314277118326093,0.0
-0.0813325024445144,0.7400210316615912,0.0
-0.8840910105273017,0.696695380088832,0.0
1.7978924829493628,1.8756494772238996,0.0
0.6895587690433189,-0.5079695053614512,0.0
1.142251339604774,1.9059926674678196,0.0
1.8401827517271392,2.7239737850481007,0.0
2.0649664722283245,1.0073749526222249,0.0
-0.9140343884236237,3.5701700310022573,0.0
-0.6406491842919066,1.1622610981839439,0.0
2.6426194812744432,1.3100213857477967,0.0
2.4634067923712424,1.0742854657292078,0.0
0.06404816285908932,1.321251201566081,0.0
1.7447573227409041,1.5146310949976098,0.0
2.697303749811363,-0.09353122378582723,0.0
-2.650485370336267,0.3304724734943666,0.0
